,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48
1369,52.0,54.0,51.0,54.0,53.0,53.0,52.0,53.0,50.0,51.0,55.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,54.0,51.0,52.0,51.0,54.0,56.0,53.0,50.0,52.0,53.0,51.0,55.0,53.0,52.0,54.0,51.0,53.0,51.0,53.0,51.0,53.0,52.0,52.0,54.0,53.0,53.0,51.0,52.0,53.0,52.0,52.0
1370,52.0,52.0,52.0,52.0,52.0,53.0,52.0,54.0,51.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0,54.0,54.0,52.0,54.0,53.0,53.0,52.0,54.0,54.0,54.0,53.0,52.0,51.0,55.0,54.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,52.0,51.0,52.0,53.0,52.0,52.0,54.0,50.0,54.0,52.0,52.0
1371,54.0,53.0,54.0,55.0,55.0,53.0,52.0,53.0,50.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,51.0,50.0,52.0,53.0,53.0,51.0,56.0,53.0,54.0,50.0,51.0,53.0,53.0,53.0,53.0,55.0,52.0,52.0,52.0,51.0,55.0,53.0,53.0,54.0,51.0,52.0,54.0,53.0,51.0,53.0,52.0
1372,52.0,53.0,53.0,55.0,53.0,51.0,52.0,52.0,50.0,51.0,53.0,52.0,54.0,51.0,53.0,53.0,53.0,49.0,53.0,53.0,54.0,53.0,52.0,53.0,52.0,52.0,52.0,54.0,52.0,53.0,54.0,52.0,52.0,52.0,52.0,51.0,52.0,53.0,56.0,52.0,52.0,51.0,52.0,53.0,52.0,51.0,52.0,53.0,53.0
1373,53.0,54.0,54.0,54.0,52.0,52.0,51.0,51.0,51.0,51.0,54.0,54.0,51.0,54.0,53.0,53.0,51.0,52.0,54.0,53.0,52.0,53.0,52.0,52.0,52.0,54.0,52.0,52.0,52.0,53.0,53.0,55.0,53.0,51.0,51.0,52.0,52.0,54.0,51.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0,52.0,52.0
1374,51.0,55.0,52.0,53.0,53.0,52.0,53.0,52.0,51.0,52.0,54.0,51.0,50.0,53.0,53.0,49.0,52.0,54.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,51.0,52.0,55.0,53.0,51.0,55.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,51.0,54.0,50.0,52.0,54.0
1375,52.0,54.0,55.0,51.0,52.0,53.0,52.0,51.0,53.0,52.0,53.0,53.0,51.0,54.0,51.0,53.0,52.0,53.0,54.0,53.0,52.0,52.0,51.0,53.0,54.0,51.0,52.0,51.0,51.0,52.0,54.0,52.0,51.0,53.0,54.0,53.0,51.0,55.0,53.0,51.0,53.0,53.0,51.0,53.0,51.0,51.0,52.0,52.0,51.0
1376,53.0,53.0,53.0,52.0,53.0,50.0,53.0,54.0,51.0,52.0,51.0,53.0,49.0,53.0,54.0,50.0,51.0,53.0,53.0,52.0,51.0,54.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,51.0,52.0,54.0,53.0,53.0,50.0,53.0,55.0,52.0,54.0,52.0
1377,51.0,51.0,53.0,53.0,54.0,50.0,55.0,55.0,51.0,51.0,54.0,54.0,52.0,51.0,52.0,53.0,52.0,53.0,52.0,50.0,53.0,53.0,54.0,54.0,52.0,51.0,53.0,53.0,52.0,52.0,52.0,51.0,51.0,54.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,52.0,52.0,50.0,52.0,52.0,52.0,52.0,55.0
1378,51.0,53.0,53.0,53.0,52.0,54.0,51.0,50.0,53.0,53.0,52.0,54.0,52.0,52.0,53.0,52.0,53.0,54.0,51.0,55.0,51.0,50.0,53.0,52.0,52.0,55.0,54.0,51.0,51.0,51.0,52.0,53.0,53.0,54.0,52.0,52.0,54.0,51.0,52.0,50.0,52.0,53.0,49.0,53.0,51.0,51.0,53.0,52.0,52.0
1379,52.0,51.0,54.0,54.0,51.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,49.0,52.0,50.0,52.0,53.0,53.0,53.0,51.0,52.0,53.0,54.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,51.0,53.0,52.0,51.0,52.0,52.0,53.0,52.0,53.0,54.0,52.0,53.0,52.0,54.0,53.0
1380,50.0,53.0,52.0,52.0,51.0,53.0,51.0,53.0,51.0,52.0,53.0,53.0,51.0,54.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,54.0,53.0,52.0,52.0,51.0,53.0,50.0,53.0,52.0,51.0,51.0,51.0,52.0,54.0,53.0,52.0,52.0,51.0,52.0,53.0,51.0,53.0,54.0,53.0,54.0,52.0,52.0
1381,52.0,54.0,53.0,52.0,52.0,52.0,54.0,53.0,51.0,54.0,53.0,52.0,52.0,53.0,52.0,50.0,53.0,53.0,52.0,52.0,53.0,52.0,54.0,52.0,51.0,55.0,53.0,52.0,53.0,52.0,53.0,52.0,54.0,53.0,53.0,52.0,53.0,51.0,52.0,51.0,53.0,52.0,52.0,52.0,52.0,51.0,51.0,51.0,54.0
1382,50.0,52.0,53.0,54.0,54.0,52.0,53.0,53.0,51.0,52.0,55.0,54.0,52.0,50.0,52.0,53.0,53.0,53.0,53.0,52.0,54.0,52.0,51.0,52.0,50.0,52.0,52.0,53.0,54.0,54.0,54.0,53.0,54.0,54.0,53.0,51.0,53.0,52.0,52.0,52.0,52.0,52.0,51.0,53.0,52.0,53.0,53.0,52.0,53.0
1383,51.0,51.0,54.0,53.0,53.0,54.0,52.0,51.0,52.0,53.0,54.0,52.0,51.0,53.0,51.0,53.0,52.0,52.0,54.0,53.0,48.0,53.0,52.0,52.0,55.0,53.0,51.0,52.0,51.0,52.0,53.0,52.0,53.0,52.0,51.0,54.0,51.0,52.0,53.0,51.0,53.0,52.0,52.0,50.0,52.0,51.0,51.0,52.0,53.0
1384,51.0,54.0,52.0,51.0,54.0,53.0,53.0,55.0,51.0,53.0,54.0,54.0,50.0,53.0,51.0,51.0,52.0,53.0,53.0,53.0,50.0,53.0,53.0,53.0,53.0,51.0,53.0,51.0,52.0,52.0,55.0,52.0,51.0,54.0,51.0,53.0,55.0,50.0,53.0,52.0,55.0,54.0,53.0,52.0,53.0,51.0,53.0,52.0,53.0
1385,52.0,55.0,52.0,51.0,53.0,54.0,53.0,51.0,52.0,52.0,54.0,53.0,53.0,52.0,52.0,53.0,52.0,51.0,53.0,55.0,51.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,50.0,53.0,53.0,51.0,54.0,54.0,51.0,53.0,51.0,52.0,54.0,51.0,53.0,54.0,50.0,51.0,54.0,52.0,54.0,52.0,52.0
1386,54.0,51.0,53.0,54.0,52.0,54.0,52.0,52.0,50.0,54.0,51.0,52.0,51.0,51.0,54.0,50.0,53.0,50.0,54.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,51.0,53.0,53.0,52.0,51.0,53.0,51.0,54.0,51.0,51.0,54.0,54.0,53.0,51.0,52.0,54.0,53.0,52.0,52.0,53.0,52.0,52.0,54.0
1387,53.0,53.0,53.0,54.0,53.0,51.0,51.0,53.0,53.0,51.0,54.0,53.0,52.0,50.0,52.0,53.0,50.0,54.0,57.0,51.0,52.0,52.0,53.0,54.0,52.0,53.0,52.0,53.0,52.0,53.0,54.0,53.0,51.0,54.0,53.0,53.0,53.0,51.0,54.0,53.0,53.0,53.0,51.0,52.0,53.0,51.0,53.0,52.0,53.0
1388,52.0,55.0,52.0,52.0,52.0,54.0,51.0,52.0,53.0,51.0,52.0,54.0,52.0,53.0,51.0,51.0,50.0,50.0,53.0,54.0,50.0,52.0,53.0,52.0,53.0,54.0,52.0,50.0,53.0,52.0,54.0,54.0,54.0,53.0,52.0,53.0,53.0,51.0,51.0,52.0,54.0,53.0,50.0,53.0,51.0,52.0,53.0,53.0,51.0
1389,53.0,53.0,51.0,51.0,53.0,50.0,52.0,54.0,53.0,52.0,51.0,52.0,51.0,50.0,53.0,50.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,51.0,53.0,53.0,53.0,51.0,52.0,53.0,55.0,54.0,52.0,53.0,52.0,53.0,52.0,54.0,54.0,52.0,50.0,52.0,52.0,54.0,53.0,54.0,54.0
1390,51.0,52.0,52.0,54.0,54.0,50.0,51.0,52.0,53.0,51.0,55.0,54.0,53.0,53.0,55.0,54.0,53.0,54.0,54.0,53.0,51.0,52.0,54.0,53.0,55.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,50.0,51.0,53.0,52.0,50.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,54.0,52.0,52.0,52.0,52.0
1391,52.0,52.0,53.0,54.0,55.0,51.0,55.0,52.0,52.0,53.0,52.0,51.0,53.0,53.0,52.0,50.0,51.0,51.0,53.0,51.0,54.0,54.0,54.0,55.0,53.0,53.0,53.0,51.0,54.0,54.0,53.0,53.0,52.0,54.0,52.0,52.0,54.0,53.0,53.0,53.0,54.0,50.0,53.0,53.0,51.0,51.0,52.0,52.0,51.0
1392,53.0,53.0,52.0,51.0,54.0,52.0,51.0,53.0,53.0,51.0,50.0,53.0,51.0,54.0,53.0,53.0,50.0,54.0,53.0,51.0,55.0,51.0,54.0,52.0,53.0,53.0,53.0,52.0,52.0,55.0,52.0,51.0,52.0,54.0,52.0,54.0,54.0,52.0,51.0,51.0,54.0,52.0,54.0,52.0,52.0,53.0,53.0,52.0,52.0
1393,52.0,55.0,53.0,51.0,52.0,55.0,52.0,51.0,52.0,53.0,55.0,51.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,54.0,51.0,54.0,53.0,51.0,52.0,54.0,54.0,52.0,52.0,53.0,53.0,51.0,53.0,54.0,53.0,55.0,52.0,50.0,53.0,50.0,54.0,53.0,54.0,53.0,51.0,52.0,51.0,52.0,50.0
1394,50.0,55.0,52.0,55.0,52.0,51.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,54.0,52.0,53.0,54.0,53.0,52.0,52.0,51.0,51.0,52.0,49.0,52.0,52.0,54.0,52.0,55.0,54.0,52.0,54.0,53.0,52.0,52.0,53.0,52.0,55.0,53.0,50.0,51.0,51.0,53.0,53.0
1395,52.0,52.0,53.0,53.0,54.0,54.0,52.0,52.0,51.0,51.0,52.0,54.0,52.0,54.0,53.0,53.0,53.0,51.0,54.0,52.0,52.0,52.0,53.0,52.0,53.0,54.0,52.0,53.0,52.0,53.0,54.0,50.0,53.0,54.0,55.0,51.0,53.0,53.0,53.0,54.0,54.0,54.0,52.0,52.0,51.0,52.0,50.0,51.0,53.0
1396,54.0,54.0,53.0,53.0,52.0,52.0,55.0,52.0,52.0,53.0,50.0,52.0,52.0,54.0,52.0,51.0,52.0,52.0,52.0,51.0,53.0,54.0,53.0,51.0,55.0,51.0,53.0,51.0,52.0,52.0,54.0,52.0,53.0,53.0,50.0,52.0,53.0,52.0,53.0,51.0,53.0,52.0,52.0,52.0,51.0,52.0,51.0,52.0,53.0
1397,51.0,52.0,53.0,55.0,54.0,52.0,53.0,51.0,53.0,50.0,56.0,53.0,50.0,53.0,53.0,52.0,52.0,51.0,52.0,52.0,53.0,51.0,52.0,52.0,53.0,51.0,53.0,53.0,52.0,52.0,53.0,54.0,55.0,52.0,53.0,52.0,52.0,53.0,53.0,54.0,51.0,53.0,52.0,55.0,50.0,52.0,52.0,53.0,51.0
1398,52.0,53.0,53.0,52.0,51.0,53.0,54.0,51.0,52.0,52.0,53.0,52.0,52.0,52.0,51.0,51.0,52.0,50.0,53.0,52.0,51.0,51.0,53.0,53.0,53.0,53.0,52.0,53.0,51.0,53.0,52.0,52.0,51.0,52.0,50.0,53.0,52.0,53.0,54.0,50.0,54.0,52.0,53.0,51.0,52.0,53.0,50.0,52.0,51.0
1399,54.0,54.0,53.0,53.0,51.0,52.0,52.0,52.0,50.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,50.0,54.0,51.0,54.0,52.0,53.0,53.0,52.0,53.0,53.0,51.0,51.0,52.0,54.0,52.0,54.0,54.0,51.0,53.0,53.0,52.0,55.0,52.0,50.0,54.0,53.0,54.0,51.0,53.0,51.0,54.0,51.0
1400,54.0,51.0,53.0,53.0,53.0,54.0,53.0,52.0,52.0,51.0,55.0,53.0,54.0,54.0,55.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,54.0,54.0,53.0,50.0,53.0,53.0,53.0,51.0,55.0,51.0,53.0,53.0,51.0,51.0,51.0,52.0,52.0,52.0,49.0,53.0,52.0,53.0,51.0,52.0,50.0
1401,54.0,54.0,53.0,52.0,52.0,53.0,52.0,53.0,51.0,53.0,54.0,52.0,51.0,52.0,52.0,50.0,54.0,52.0,55.0,49.0,52.0,52.0,53.0,53.0,51.0,52.0,51.0,51.0,53.0,52.0,51.0,53.0,51.0,54.0,51.0,53.0,55.0,53.0,52.0,50.0,54.0,52.0,53.0,52.0,51.0,52.0,52.0,52.0,52.0
1402,53.0,53.0,53.0,53.0,53.0,52.0,50.0,55.0,51.0,52.0,54.0,53.0,52.0,51.0,52.0,51.0,53.0,52.0,56.0,52.0,53.0,51.0,56.0,52.0,51.0,52.0,53.0,54.0,50.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,55.0,54.0,52.0,50.0,55.0,52.0,52.0,50.0,53.0,54.0,54.0,52.0
1403,55.0,53.0,53.0,52.0,52.0,54.0,52.0,54.0,52.0,54.0,52.0,51.0,54.0,51.0,52.0,51.0,53.0,52.0,53.0,52.0,55.0,53.0,53.0,51.0,52.0,54.0,54.0,53.0,53.0,52.0,51.0,51.0,55.0,52.0,52.0,52.0,53.0,54.0,54.0,50.0,49.0,52.0,51.0,51.0,51.0,55.0,52.0,53.0,52.0
1404,53.0,52.0,51.0,52.0,55.0,53.0,52.0,52.0,53.0,51.0,53.0,51.0,51.0,50.0,52.0,51.0,50.0,52.0,52.0,52.0,53.0,50.0,53.0,50.0,53.0,50.0,52.0,52.0,52.0,52.0,56.0,52.0,54.0,53.0,54.0,51.0,52.0,52.0,54.0,53.0,55.0,53.0,52.0,54.0,52.0,53.0,54.0,55.0,54.0
1405,53.0,52.0,52.0,52.0,53.0,53.0,51.0,50.0,51.0,51.0,56.0,54.0,50.0,52.0,53.0,53.0,52.0,51.0,54.0,54.0,53.0,52.0,54.0,49.0,53.0,54.0,53.0,54.0,51.0,53.0,52.0,53.0,52.0,54.0,53.0,53.0,52.0,54.0,52.0,51.0,54.0,54.0,52.0,51.0,50.0,55.0,52.0,52.0,51.0
1406,53.0,52.0,51.0,55.0,51.0,52.0,54.0,51.0,51.0,53.0,52.0,53.0,53.0,53.0,54.0,52.0,52.0,52.0,54.0,52.0,52.0,54.0,54.0,50.0,52.0,54.0,52.0,54.0,53.0,53.0,54.0,53.0,53.0,54.0,49.0,52.0,53.0,55.0,52.0,52.0,51.0,53.0,52.0,50.0,52.0,54.0,51.0,52.0,53.0
1407,53.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,54.0,52.0,53.0,54.0,54.0,52.0,54.0,52.0,51.0,54.0,52.0,51.0,52.0,50.0,53.0,53.0,54.0,50.0,53.0,52.0,51.0,55.0,54.0,53.0,54.0,52.0,53.0,53.0,53.0,52.0,55.0,52.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0,53.0,52.0
1408,52.0,51.0,54.0,51.0,53.0,54.0,53.0,50.0,53.0,53.0,54.0,52.0,51.0,55.0,53.0,52.0,52.0,54.0,53.0,53.0,51.0,50.0,53.0,52.0,53.0,53.0,52.0,52.0,51.0,53.0,54.0,53.0,52.0,54.0,50.0,55.0,52.0,50.0,53.0,52.0,56.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0
1409,53.0,52.0,54.0,53.0,51.0,54.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0,51.0,54.0,52.0,51.0,50.0,52.0,54.0,51.0,52.0,50.0,53.0,53.0,51.0,54.0,52.0,52.0,54.0,54.0,52.0,51.0,54.0,53.0,55.0,53.0,52.0,52.0,53.0,52.0,50.0,52.0,51.0,52.0,51.0
1410,52.0,52.0,56.0,53.0,51.0,51.0,51.0,55.0,51.0,51.0,53.0,53.0,55.0,53.0,51.0,52.0,52.0,52.0,52.0,52.0,51.0,51.0,51.0,52.0,53.0,51.0,54.0,52.0,55.0,55.0,54.0,55.0,52.0,54.0,53.0,50.0,52.0,54.0,54.0,52.0,53.0,53.0,51.0,52.0,52.0,52.0,53.0,51.0,51.0
1411,52.0,52.0,52.0,53.0,51.0,52.0,54.0,51.0,51.0,54.0,53.0,54.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,55.0,52.0,51.0,52.0,51.0,53.0,55.0,52.0,53.0,50.0,55.0,53.0,51.0,53.0,53.0,56.0,52.0,51.0,54.0,52.0,56.0,51.0,52.0,53.0,53.0,54.0,52.0,52.0,52.0
1412,53.0,52.0,53.0,54.0,54.0,56.0,53.0,53.0,52.0,53.0,53.0,54.0,52.0,52.0,53.0,51.0,51.0,52.0,53.0,51.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,51.0,52.0,52.0,56.0,53.0,54.0,53.0,51.0,54.0,53.0,52.0,51.0,52.0,55.0,53.0,51.0,55.0,52.0,51.0,53.0,52.0,52.0
1413,50.0,52.0,52.0,52.0,54.0,52.0,52.0,52.0,53.0,54.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,51.0,55.0,54.0,52.0,53.0,53.0,55.0,53.0,53.0,55.0,52.0,53.0,53.0,53.0,52.0,51.0,50.0,53.0,54.0,52.0,50.0,53.0,51.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0
1414,52.0,52.0,50.0,52.0,52.0,54.0,50.0,51.0,52.0,52.0,51.0,53.0,54.0,52.0,51.0,51.0,52.0,52.0,51.0,53.0,54.0,51.0,53.0,54.0,52.0,53.0,53.0,53.0,51.0,52.0,52.0,53.0,51.0,54.0,53.0,52.0,52.0,49.0,53.0,52.0,52.0,52.0,52.0,54.0,53.0,53.0,52.0,55.0,53.0
1415,52.0,52.0,53.0,49.0,51.0,54.0,51.0,52.0,54.0,52.0,52.0,54.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,50.0,51.0,53.0,53.0,52.0,52.0,53.0,52.0,54.0,53.0,54.0,53.0,53.0,53.0,50.0,56.0,52.0,53.0,51.0,52.0,53.0,54.0,52.0,54.0,52.0,52.0,52.0,52.0,53.0
1416,50.0,52.0,53.0,55.0,52.0,54.0,53.0,52.0,50.0,54.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,51.0,53.0,50.0,54.0,53.0,53.0,54.0,55.0,55.0,51.0,53.0,50.0,51.0,51.0,52.0,52.0,53.0,54.0,54.0,54.0,52.0,54.0,54.0,54.0,51.0,53.0
1417,54.0,54.0,52.0,51.0,50.0,54.0,51.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,54.0,52.0,53.0,55.0,52.0,51.0,53.0,54.0,54.0,51.0,51.0,54.0,54.0,53.0,53.0,51.0,53.0,53.0,52.0,54.0,51.0,51.0,54.0,53.0,53.0,53.0,52.0,51.0,52.0,51.0
1418,51.0,50.0,53.0,50.0,51.0,53.0,53.0,52.0,52.0,53.0,52.0,51.0,53.0,52.0,53.0,53.0,53.0,54.0,50.0,55.0,52.0,55.0,53.0,51.0,54.0,52.0,54.0,52.0,55.0,55.0,54.0,53.0,51.0,55.0,51.0,54.0,52.0,51.0,53.0,50.0,51.0,50.0,53.0,51.0,53.0,54.0,52.0,51.0,51.0
1419,52.0,52.0,52.0,53.0,54.0,52.0,51.0,51.0,52.0,51.0,54.0,51.0,53.0,52.0,52.0,53.0,51.0,52.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0,53.0,56.0,52.0,53.0,52.0,54.0,52.0,51.0,54.0,53.0,52.0,50.0,53.0,54.0,53.0,54.0,51.0,53.0,50.0,52.0,53.0,54.0,53.0,54.0
1420,53.0,52.0,54.0,53.0,53.0,50.0,52.0,53.0,52.0,54.0,52.0,53.0,52.0,53.0,51.0,53.0,51.0,52.0,53.0,51.0,53.0,53.0,53.0,54.0,52.0,54.0,51.0,52.0,53.0,54.0,52.0,54.0,53.0,53.0,52.0,50.0,54.0,53.0,53.0,53.0,54.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0
1421,54.0,54.0,52.0,53.0,54.0,52.0,52.0,53.0,51.0,53.0,52.0,54.0,53.0,50.0,52.0,52.0,53.0,52.0,54.0,53.0,54.0,53.0,53.0,52.0,54.0,51.0,54.0,52.0,51.0,52.0,54.0,53.0,52.0,54.0,52.0,56.0,53.0,50.0,53.0,50.0,53.0,54.0,52.0,54.0,51.0,54.0,52.0,54.0,52.0
1422,52.0,52.0,51.0,51.0,53.0,52.0,51.0,52.0,51.0,52.0,54.0,53.0,54.0,51.0,53.0,52.0,51.0,52.0,51.0,54.0,52.0,53.0,54.0,52.0,52.0,51.0,52.0,53.0,53.0,54.0,54.0,54.0,53.0,54.0,52.0,53.0,52.0,52.0,53.0,54.0,53.0,53.0,52.0,53.0,51.0,55.0,54.0,53.0,51.0
1423,51.0,53.0,51.0,54.0,53.0,51.0,53.0,51.0,51.0,55.0,53.0,53.0,54.0,55.0,52.0,52.0,53.0,51.0,52.0,54.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,55.0,52.0,53.0,52.0,51.0,55.0,52.0,53.0,54.0,52.0,53.0,54.0,54.0,52.0,53.0,55.0,53.0,54.0,52.0,50.0,52.0
1424,53.0,53.0,52.0,55.0,54.0,53.0,54.0,51.0,53.0,52.0,55.0,52.0,51.0,52.0,54.0,51.0,49.0,52.0,54.0,52.0,54.0,53.0,53.0,53.0,52.0,51.0,52.0,52.0,53.0,52.0,53.0,54.0,52.0,53.0,52.0,53.0,53.0,53.0,54.0,51.0,53.0,51.0,53.0,55.0,53.0,53.0,51.0,50.0,52.0
1425,53.0,53.0,52.0,52.0,50.0,55.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,51.0,53.0,52.0,54.0,53.0,52.0,53.0,52.0,51.0,53.0,54.0,56.0,53.0,53.0,53.0,53.0,51.0,50.0,52.0,50.0,52.0,54.0,51.0,52.0,47.0,53.0,52.0,50.0,54.0,53.0,53.0,51.0,52.0,52.0
1426,55.0,54.0,53.0,53.0,53.0,53.0,52.0,50.0,53.0,54.0,54.0,51.0,53.0,53.0,52.0,52.0,54.0,54.0,55.0,52.0,53.0,53.0,55.0,53.0,51.0,53.0,54.0,51.0,53.0,53.0,53.0,54.0,53.0,53.0,53.0,53.0,52.0,54.0,52.0,55.0,52.0,54.0,54.0,53.0,52.0,54.0,53.0,52.0,53.0
1427,54.0,53.0,54.0,56.0,54.0,54.0,53.0,50.0,52.0,53.0,53.0,54.0,51.0,52.0,52.0,51.0,53.0,53.0,53.0,51.0,54.0,53.0,54.0,52.0,52.0,55.0,54.0,53.0,52.0,51.0,52.0,53.0,51.0,52.0,52.0,54.0,51.0,53.0,51.0,55.0,52.0,55.0,52.0,54.0,50.0,52.0,53.0,54.0,52.0
1428,55.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,54.0,50.0,51.0,53.0,53.0,53.0,52.0,50.0,51.0,53.0,50.0,53.0,52.0,51.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,54.0,50.0,54.0,51.0,50.0,52.0,52.0,53.0,49.0,50.0,53.0,52.0,51.0,54.0,54.0,52.0,52.0,53.0
1429,54.0,52.0,51.0,53.0,52.0,54.0,54.0,54.0,54.0,51.0,51.0,51.0,50.0,51.0,52.0,52.0,52.0,52.0,54.0,54.0,51.0,52.0,53.0,53.0,51.0,51.0,51.0,51.0,52.0,53.0,52.0,52.0,53.0,52.0,51.0,54.0,54.0,53.0,54.0,53.0,53.0,54.0,54.0,51.0,52.0,54.0,52.0,53.0,50.0
1430,51.0,53.0,53.0,53.0,52.0,52.0,53.0,51.0,55.0,52.0,53.0,54.0,53.0,53.0,52.0,51.0,52.0,51.0,53.0,52.0,51.0,54.0,54.0,52.0,52.0,54.0,54.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,51.0,52.0,51.0,52.0,52.0,51.0,51.0,52.0,53.0
1431,52.0,51.0,51.0,55.0,53.0,52.0,54.0,51.0,51.0,53.0,52.0,51.0,52.0,52.0,52.0,53.0,53.0,51.0,54.0,48.0,55.0,52.0,52.0,51.0,52.0,52.0,54.0,54.0,52.0,52.0,54.0,55.0,52.0,54.0,53.0,48.0,54.0,51.0,54.0,50.0,52.0,52.0,54.0,53.0,52.0,52.0,53.0,50.0,53.0
1432,53.0,53.0,52.0,53.0,53.0,54.0,52.0,52.0,53.0,53.0,51.0,53.0,52.0,51.0,52.0,51.0,52.0,53.0,52.0,51.0,53.0,52.0,54.0,51.0,51.0,52.0,52.0,51.0,51.0,52.0,54.0,53.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,55.0,52.0,54.0,52.0,51.0
1433,51.0,53.0,52.0,54.0,52.0,54.0,53.0,53.0,51.0,51.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,51.0,51.0,52.0,49.0,53.0,51.0,51.0,54.0,52.0,51.0,52.0,52.0,51.0,53.0,52.0,50.0,52.0,51.0,52.0,53.0,51.0,52.0,52.0,54.0,52.0,52.0,53.0,51.0,54.0,52.0,52.0,52.0
1434,55.0,52.0,51.0,53.0,55.0,51.0,53.0,52.0,53.0,50.0,55.0,53.0,52.0,54.0,52.0,51.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,54.0,52.0,50.0,51.0,53.0,55.0,53.0,52.0,53.0,52.0,52.0,51.0,52.0,51.0,51.0,53.0,51.0,51.0,51.0,53.0,51.0,54.0,55.0
1435,51.0,53.0,52.0,52.0,52.0,54.0,53.0,51.0,54.0,53.0,52.0,53.0,52.0,53.0,53.0,51.0,51.0,50.0,53.0,49.0,53.0,50.0,55.0,53.0,50.0,53.0,51.0,53.0,52.0,52.0,53.0,52.0,53.0,54.0,54.0,51.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,53.0
1436,55.0,53.0,51.0,52.0,50.0,51.0,52.0,52.0,52.0,53.0,54.0,52.0,49.0,52.0,54.0,53.0,52.0,52.0,54.0,51.0,51.0,52.0,54.0,52.0,52.0,53.0,52.0,53.0,53.0,54.0,53.0,54.0,53.0,54.0,53.0,53.0,55.0,52.0,54.0,55.0,53.0,52.0,53.0,52.0,52.0,55.0,54.0,53.0,54.0
1437,54.0,53.0,52.0,53.0,54.0,52.0,51.0,51.0,51.0,51.0,54.0,52.0,52.0,52.0,51.0,53.0,52.0,55.0,50.0,55.0,52.0,52.0,52.0,54.0,53.0,52.0,53.0,55.0,51.0,53.0,51.0,54.0,52.0,53.0,50.0,55.0,53.0,53.0,53.0,53.0,52.0,54.0,51.0,53.0,53.0,54.0,53.0,54.0,52.0
