,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50
1399,1398,53.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,54.0,53.0,50.0,54.0,53.0,54.0,54.0,54.0,54.0,53.0,54.0,53.0,53.0,54.0,51.0,55.0,49.0,51.0,54.0,54.0,52.0,53.0,54.0,52.0,52.0,53.0,53.0,54.0,53.0,50.0,53.0,52.0,50.0,52.0,52.0,52.0,52.0,52.0,54.0,51.0,54.0
1400,1399,51.0,54.0,52.0,53.0,56.0,52.0,54.0,51.0,54.0,52.0,54.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,54.0,53.0,52.0,52.0,53.0,52.0,52.0,51.0,54.0,51.0,53.0,52.0,53.0,51.0,52.0,52.0,52.0,55.0,53.0,53.0,50.0,54.0,52.0,52.0,53.0,54.0,51.0,54.0,53.0,54.0
1401,1400,52.0,54.0,51.0,50.0,49.0,52.0,53.0,54.0,51.0,52.0,55.0,52.0,53.0,52.0,53.0,50.0,52.0,52.0,52.0,54.0,53.0,51.0,52.0,54.0,52.0,53.0,52.0,51.0,55.0,52.0,54.0,54.0,55.0,52.0,53.0,55.0,51.0,53.0,52.0,53.0,53.0,52.0,54.0,52.0,53.0,52.0,51.0,53.0,49.0,55.0
1402,1401,53.0,53.0,52.0,52.0,51.0,53.0,53.0,52.0,52.0,52.0,54.0,52.0,53.0,54.0,53.0,53.0,51.0,52.0,52.0,53.0,53.0,52.0,50.0,52.0,55.0,52.0,52.0,53.0,52.0,52.0,54.0,51.0,52.0,50.0,53.0,52.0,53.0,51.0,52.0,53.0,54.0,51.0,53.0,51.0,51.0,51.0,53.0,53.0,52.0,55.0
1403,1402,51.0,55.0,54.0,55.0,52.0,53.0,53.0,51.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,50.0,51.0,52.0,50.0,52.0,53.0,50.0,54.0,55.0,52.0,51.0,52.0,52.0,53.0,53.0,53.0,51.0,52.0,53.0,53.0,52.0,52.0,51.0,54.0,53.0,55.0,52.0,52.0,51.0,52.0,53.0,53.0,54.0,54.0,53.0
1404,1403,52.0,53.0,53.0,51.0,52.0,53.0,54.0,53.0,53.0,54.0,54.0,53.0,51.0,51.0,53.0,53.0,54.0,53.0,55.0,53.0,55.0,52.0,54.0,53.0,54.0,50.0,51.0,53.0,52.0,53.0,53.0,55.0,53.0,53.0,52.0,53.0,54.0,55.0,52.0,52.0,55.0,51.0,54.0,51.0,53.0,51.0,53.0,54.0,52.0,52.0
1405,1404,54.0,51.0,51.0,49.0,53.0,51.0,53.0,53.0,53.0,51.0,55.0,51.0,52.0,53.0,53.0,51.0,50.0,52.0,54.0,52.0,53.0,53.0,53.0,55.0,52.0,53.0,52.0,53.0,54.0,51.0,53.0,51.0,52.0,52.0,53.0,50.0,51.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,54.0,55.0
1406,1405,51.0,53.0,52.0,54.0,50.0,49.0,55.0,53.0,53.0,52.0,50.0,53.0,55.0,53.0,53.0,51.0,50.0,50.0,53.0,52.0,53.0,53.0,52.0,54.0,53.0,53.0,52.0,53.0,54.0,52.0,51.0,50.0,53.0,53.0,53.0,54.0,53.0,51.0,50.0,54.0,53.0,54.0,53.0,53.0,53.0,51.0,52.0,54.0,51.0,53.0
1407,1406,52.0,50.0,51.0,52.0,54.0,51.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,54.0,54.0,52.0,51.0,53.0,52.0,55.0,51.0,53.0,52.0,55.0,52.0,54.0,54.0,52.0,52.0,55.0,52.0,53.0,53.0,50.0,55.0,53.0,55.0,54.0,54.0,51.0,52.0,51.0,53.0,50.0,51.0,52.0,52.0,54.0,52.0
1408,1407,51.0,52.0,52.0,52.0,53.0,52.0,54.0,52.0,52.0,52.0,52.0,51.0,53.0,54.0,52.0,53.0,52.0,54.0,53.0,52.0,55.0,53.0,53.0,52.0,52.0,52.0,54.0,53.0,52.0,52.0,55.0,51.0,53.0,55.0,51.0,53.0,54.0,56.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,52.0,54.0,53.0,51.0,52.0
1409,1408,52.0,55.0,50.0,52.0,51.0,52.0,53.0,54.0,52.0,52.0,53.0,53.0,54.0,53.0,55.0,54.0,52.0,50.0,54.0,52.0,53.0,50.0,53.0,54.0,54.0,52.0,52.0,53.0,52.0,51.0,53.0,54.0,53.0,53.0,54.0,49.0,54.0,52.0,50.0,52.0,53.0,51.0,50.0,53.0,52.0,52.0,53.0,53.0,53.0,55.0
1410,1409,52.0,52.0,52.0,54.0,50.0,52.0,55.0,52.0,53.0,53.0,54.0,52.0,54.0,53.0,52.0,54.0,53.0,51.0,52.0,51.0,55.0,51.0,53.0,54.0,54.0,54.0,53.0,52.0,50.0,51.0,54.0,53.0,54.0,53.0,52.0,52.0,54.0,51.0,53.0,54.0,54.0,51.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0,51.0
1411,1410,52.0,53.0,52.0,51.0,50.0,53.0,54.0,53.0,52.0,55.0,50.0,53.0,52.0,53.0,53.0,51.0,53.0,54.0,52.0,52.0,54.0,52.0,52.0,54.0,55.0,53.0,52.0,51.0,51.0,51.0,54.0,51.0,51.0,53.0,55.0,52.0,52.0,54.0,55.0,53.0,53.0,51.0,54.0,54.0,54.0,52.0,54.0,53.0,52.0,52.0
1412,1411,53.0,52.0,52.0,52.0,52.0,53.0,55.0,52.0,52.0,51.0,54.0,51.0,53.0,53.0,54.0,53.0,52.0,51.0,52.0,51.0,53.0,54.0,53.0,52.0,56.0,52.0,51.0,52.0,53.0,50.0,53.0,53.0,52.0,51.0,53.0,50.0,55.0,55.0,53.0,55.0,54.0,52.0,55.0,53.0,52.0,51.0,52.0,54.0,51.0,54.0
1413,1412,51.0,53.0,54.0,53.0,53.0,53.0,54.0,53.0,50.0,54.0,53.0,51.0,55.0,54.0,53.0,52.0,54.0,52.0,50.0,52.0,55.0,50.0,53.0,55.0,52.0,55.0,52.0,53.0,52.0,52.0,52.0,53.0,56.0,54.0,52.0,55.0,53.0,54.0,53.0,53.0,53.0,51.0,53.0,51.0,53.0,53.0,55.0,53.0,52.0,51.0
1414,1413,52.0,52.0,54.0,54.0,52.0,51.0,52.0,54.0,54.0,53.0,52.0,53.0,55.0,52.0,53.0,52.0,53.0,51.0,53.0,52.0,52.0,52.0,53.0,51.0,54.0,54.0,51.0,51.0,53.0,52.0,55.0,53.0,52.0,53.0,55.0,52.0,54.0,51.0,55.0,53.0,53.0,51.0,54.0,52.0,52.0,53.0,51.0,53.0,53.0,52.0
1415,1414,52.0,54.0,55.0,52.0,53.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,53.0,52.0,53.0,53.0,54.0,53.0,53.0,53.0,52.0,54.0,51.0,53.0,53.0,53.0,51.0,52.0,53.0,50.0,53.0,52.0,51.0,55.0,53.0,52.0,53.0,55.0,54.0,52.0,51.0,52.0,53.0,53.0,52.0,52.0,50.0,53.0,53.0,54.0
1416,1415,51.0,53.0,54.0,52.0,52.0,52.0,54.0,53.0,50.0,54.0,53.0,51.0,54.0,51.0,54.0,52.0,54.0,53.0,52.0,51.0,52.0,54.0,54.0,55.0,53.0,53.0,51.0,52.0,55.0,55.0,55.0,52.0,54.0,55.0,54.0,54.0,53.0,53.0,51.0,53.0,52.0,53.0,55.0,52.0,52.0,53.0,52.0,52.0,53.0,51.0
1417,1416,53.0,53.0,52.0,52.0,51.0,51.0,54.0,53.0,51.0,54.0,53.0,51.0,54.0,53.0,52.0,54.0,52.0,51.0,53.0,52.0,53.0,51.0,52.0,52.0,55.0,52.0,51.0,52.0,53.0,51.0,56.0,52.0,53.0,53.0,53.0,53.0,53.0,51.0,52.0,52.0,52.0,53.0,49.0,53.0,50.0,55.0,52.0,53.0,53.0,54.0
1418,1417,51.0,52.0,52.0,53.0,50.0,54.0,54.0,53.0,53.0,54.0,52.0,51.0,53.0,53.0,53.0,51.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,55.0,55.0,53.0,51.0,52.0,52.0,52.0,53.0,50.0,54.0,55.0,54.0,54.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,54.0,53.0,54.0,53.0,54.0,53.0,52.0
1419,1418,52.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0,53.0,52.0,56.0,54.0,53.0,52.0,51.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,51.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0,54.0,53.0,53.0,51.0,50.0,54.0,53.0,52.0,54.0,52.0,55.0,51.0,53.0,54.0,54.0,52.0
1420,1419,52.0,51.0,54.0,54.0,53.0,53.0,54.0,52.0,54.0,54.0,53.0,50.0,50.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0,51.0,53.0,52.0,52.0,53.0,52.0,50.0,52.0,52.0,51.0,53.0,52.0,52.0,52.0,51.0,55.0,52.0,55.0,55.0,52.0,54.0,51.0,55.0,53.0,51.0,52.0,53.0,55.0,52.0
1421,1420,51.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,50.0,52.0,54.0,54.0,53.0,52.0,52.0,52.0,52.0,50.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,54.0,53.0,51.0,52.0,55.0,52.0,51.0,53.0,54.0,54.0,53.0,53.0,54.0,53.0,52.0
1422,1421,52.0,52.0,51.0,52.0,54.0,54.0,52.0,53.0,54.0,54.0,54.0,52.0,50.0,52.0,53.0,54.0,53.0,52.0,55.0,53.0,53.0,52.0,51.0,53.0,54.0,52.0,53.0,52.0,53.0,51.0,52.0,51.0,53.0,52.0,53.0,53.0,52.0,55.0,52.0,53.0,53.0,51.0,53.0,51.0,51.0,50.0,50.0,52.0,53.0,53.0
1423,1422,51.0,53.0,52.0,54.0,52.0,54.0,55.0,53.0,51.0,54.0,50.0,51.0,52.0,53.0,54.0,52.0,54.0,53.0,52.0,53.0,52.0,49.0,52.0,55.0,52.0,51.0,53.0,50.0,53.0,52.0,53.0,53.0,54.0,54.0,52.0,52.0,52.0,54.0,52.0,52.0,55.0,53.0,51.0,52.0,54.0,55.0,53.0,54.0,53.0,51.0
1424,1423,52.0,54.0,53.0,54.0,51.0,52.0,54.0,53.0,53.0,52.0,53.0,53.0,54.0,54.0,53.0,54.0,52.0,52.0,52.0,54.0,53.0,53.0,54.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,54.0,52.0,54.0,53.0,53.0,52.0,53.0,52.0,54.0,52.0,52.0,54.0,54.0,53.0,55.0,52.0,52.0,50.0
1425,1424,51.0,56.0,54.0,51.0,52.0,52.0,52.0,53.0,54.0,54.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,51.0,54.0,54.0,52.0,55.0,53.0,52.0,52.0,54.0,55.0,52.0,53.0,52.0,53.0,53.0,51.0,54.0,53.0,50.0,53.0,54.0,51.0,53.0,54.0,52.0,53.0,52.0,52.0,54.0,55.0,52.0
1426,1425,52.0,53.0,52.0,56.0,55.0,54.0,53.0,53.0,52.0,54.0,51.0,52.0,54.0,51.0,53.0,54.0,54.0,54.0,52.0,54.0,52.0,52.0,54.0,53.0,52.0,51.0,51.0,52.0,54.0,51.0,52.0,52.0,55.0,54.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,56.0,53.0,52.0,54.0,52.0,52.0,53.0,55.0,52.0
1427,1426,53.0,52.0,54.0,53.0,52.0,51.0,53.0,52.0,53.0,52.0,52.0,51.0,53.0,55.0,55.0,52.0,52.0,55.0,53.0,53.0,52.0,52.0,53.0,51.0,53.0,52.0,52.0,52.0,54.0,52.0,52.0,51.0,53.0,53.0,53.0,51.0,54.0,52.0,52.0,51.0,52.0,53.0,51.0,54.0,50.0,52.0,53.0,53.0,53.0,49.0
1428,1427,52.0,54.0,54.0,54.0,52.0,51.0,55.0,53.0,54.0,52.0,53.0,52.0,56.0,51.0,53.0,50.0,52.0,52.0,51.0,52.0,53.0,50.0,52.0,55.0,53.0,53.0,52.0,54.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0,53.0,52.0,54.0,53.0,53.0,55.0,51.0,53.0,53.0,51.0,52.0,54.0,52.0,52.0,53.0
1429,1428,52.0,53.0,52.0,52.0,52.0,51.0,53.0,54.0,52.0,52.0,53.0,53.0,52.0,51.0,53.0,54.0,52.0,53.0,54.0,52.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,51.0,52.0,53.0,54.0,52.0,54.0,51.0,53.0,54.0,52.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,55.0,53.0,54.0
1430,1429,50.0,52.0,53.0,54.0,52.0,52.0,54.0,53.0,52.0,54.0,56.0,52.0,52.0,53.0,52.0,53.0,51.0,53.0,53.0,51.0,52.0,53.0,51.0,53.0,53.0,53.0,50.0,54.0,55.0,50.0,53.0,51.0,52.0,52.0,51.0,53.0,54.0,54.0,51.0,52.0,52.0,54.0,51.0,54.0,51.0,53.0,53.0,54.0,52.0,52.0
1431,1430,52.0,50.0,53.0,53.0,52.0,52.0,54.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,54.0,53.0,51.0,51.0,54.0,50.0,52.0,54.0,54.0,54.0,54.0,54.0,52.0,56.0,52.0,55.0,52.0,52.0,54.0,54.0,52.0,55.0,52.0,53.0,53.0,55.0,52.0,53.0,54.0,52.0,51.0,51.0,51.0,53.0,49.0
1432,1431,52.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,53.0,51.0,54.0,52.0,53.0,54.0,55.0,53.0,52.0,53.0,54.0,53.0,51.0,51.0,54.0,54.0,53.0,52.0,52.0,50.0,53.0,52.0,53.0,51.0,52.0,53.0,52.0,52.0,54.0,54.0,52.0,51.0,52.0,52.0,52.0,53.0,52.0,51.0,52.0,52.0,51.0,55.0
1433,1432,52.0,55.0,52.0,52.0,49.0,52.0,54.0,53.0,53.0,52.0,54.0,53.0,55.0,52.0,54.0,52.0,51.0,53.0,52.0,52.0,54.0,51.0,53.0,55.0,52.0,54.0,52.0,51.0,54.0,52.0,53.0,53.0,52.0,54.0,53.0,54.0,53.0,54.0,51.0,53.0,53.0,53.0,54.0,52.0,52.0,53.0,54.0,55.0,53.0,51.0
1434,1433,50.0,55.0,50.0,54.0,53.0,53.0,54.0,53.0,53.0,53.0,54.0,52.0,52.0,54.0,55.0,53.0,53.0,52.0,55.0,52.0,50.0,52.0,53.0,51.0,55.0,51.0,53.0,53.0,54.0,50.0,54.0,53.0,53.0,54.0,54.0,53.0,53.0,54.0,52.0,55.0,53.0,51.0,55.0,52.0,52.0,52.0,51.0,53.0,53.0,51.0
1435,1434,52.0,54.0,54.0,54.0,51.0,53.0,54.0,53.0,55.0,51.0,54.0,51.0,51.0,53.0,53.0,53.0,54.0,54.0,55.0,53.0,51.0,53.0,52.0,54.0,53.0,53.0,53.0,54.0,54.0,51.0,53.0,52.0,53.0,51.0,54.0,53.0,51.0,53.0,53.0,55.0,52.0,54.0,52.0,54.0,54.0,53.0,52.0,50.0,52.0,50.0
1436,1435,52.0,54.0,53.0,52.0,52.0,50.0,53.0,52.0,52.0,52.0,52.0,54.0,53.0,53.0,51.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,54.0,55.0,53.0,51.0,53.0,52.0,53.0,53.0,54.0,53.0,54.0,53.0,54.0,52.0,54.0,54.0,54.0,54.0,54.0,51.0,53.0,55.0,55.0,53.0,55.0,53.0,53.0,53.0
1437,1436,53.0,53.0,55.0,56.0,55.0,54.0,55.0,52.0,54.0,52.0,54.0,53.0,53.0,54.0,53.0,52.0,53.0,54.0,52.0,51.0,55.0,51.0,52.0,55.0,55.0,51.0,52.0,51.0,52.0,53.0,53.0,54.0,51.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,52.0,48.0,51.0,53.0,52.0,52.0,53.0,53.0,50.0,52.0
1438,1437,52.0,54.0,55.0,55.0,51.0,54.0,54.0,54.0,52.0,51.0,54.0,52.0,55.0,51.0,54.0,51.0,52.0,53.0,53.0,55.0,51.0,52.0,51.0,53.0,54.0,51.0,53.0,53.0,51.0,52.0,52.0,53.0,52.0,53.0,55.0,53.0,52.0,55.0,51.0,54.0,54.0,52.0,53.0,52.0,52.0,54.0,51.0,54.0,51.0,51.0
1439,1438,51.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,54.0,52.0,53.0,52.0,52.0,53.0,56.0,53.0,53.0,52.0,54.0,54.0,51.0,53.0,54.0,53.0,53.0,54.0,53.0,53.0,51.0,52.0,53.0,53.0,55.0,51.0,52.0,48.0,52.0,52.0,54.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,56.0,54.0,53.0,53.0
1440,1439,53.0,54.0,53.0,54.0,52.0,54.0,54.0,53.0,53.0,55.0,54.0,52.0,54.0,53.0,53.0,52.0,51.0,52.0,52.0,50.0,53.0,52.0,51.0,55.0,53.0,52.0,51.0,53.0,53.0,54.0,53.0,52.0,53.0,51.0,54.0,52.0,52.0,53.0,54.0,52.0,53.0,54.0,54.0,52.0,53.0,51.0,53.0,53.0,55.0,54.0
1441,1440,52.0,54.0,52.0,54.0,52.0,53.0,53.0,54.0,51.0,54.0,51.0,53.0,54.0,54.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,54.0,54.0,52.0,53.0,53.0,53.0,53.0,54.0,55.0,50.0,52.0,54.0,52.0,53.0,54.0,55.0,55.0,52.0,52.0,51.0,53.0,51.0,52.0,52.0,53.0,55.0,49.0
1442,1441,53.0,55.0,53.0,49.0,54.0,53.0,54.0,53.0,53.0,50.0,54.0,53.0,54.0,53.0,54.0,52.0,53.0,51.0,52.0,51.0,54.0,53.0,53.0,53.0,53.0,51.0,50.0,51.0,53.0,51.0,53.0,51.0,54.0,53.0,51.0,52.0,52.0,51.0,55.0,53.0,51.0,52.0,53.0,53.0,53.0,52.0,54.0,53.0,53.0,53.0
1443,1442,53.0,52.0,52.0,52.0,51.0,55.0,54.0,55.0,52.0,52.0,51.0,53.0,53.0,50.0,52.0,50.0,52.0,50.0,54.0,54.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,53.0,55.0,52.0,52.0,54.0,53.0,54.0,54.0,54.0,54.0,51.0,52.0,53.0,53.0,54.0,52.0,55.0,55.0,52.0,54.0,53.0,55.0
1444,1443,54.0,51.0,51.0,52.0,51.0,52.0,52.0,52.0,53.0,54.0,51.0,51.0,53.0,54.0,53.0,54.0,51.0,53.0,54.0,52.0,53.0,51.0,50.0,51.0,55.0,52.0,49.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,55.0,52.0,51.0,54.0,51.0,52.0,53.0,53.0,52.0,53.0,53.0,51.0,53.0,51.0
1445,1444,52.0,54.0,53.0,53.0,52.0,53.0,55.0,54.0,54.0,54.0,52.0,48.0,52.0,53.0,54.0,54.0,52.0,52.0,52.0,55.0,51.0,52.0,51.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0,54.0,54.0,51.0,52.0,50.0,52.0,53.0,52.0,53.0,52.0,54.0,53.0,52.0,52.0,53.0,53.0,52.0,54.0,54.0,51.0
1446,1445,53.0,53.0,52.0,52.0,53.0,55.0,53.0,54.0,53.0,52.0,53.0,54.0,52.0,51.0,51.0,52.0,52.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0,52.0,53.0,52.0,54.0,53.0,52.0,52.0,53.0,53.0,50.0,53.0,53.0,51.0,56.0,54.0,52.0,54.0,54.0,53.0,52.0,54.0
1447,1446,53.0,52.0,50.0,52.0,53.0,54.0,54.0,53.0,55.0,52.0,51.0,53.0,51.0,54.0,52.0,53.0,52.0,54.0,54.0,51.0,52.0,50.0,51.0,52.0,54.0,52.0,50.0,52.0,53.0,53.0,53.0,54.0,54.0,51.0,52.0,54.0,52.0,51.0,54.0,52.0,53.0,52.0,52.0,51.0,53.0,53.0,52.0,51.0,50.0,51.0
1448,1447,53.0,53.0,52.0,55.0,51.0,51.0,53.0,52.0,56.0,53.0,52.0,54.0,55.0,51.0,53.0,53.0,53.0,53.0,53.0,51.0,54.0,52.0,51.0,53.0,52.0,53.0,52.0,53.0,54.0,53.0,52.0,54.0,51.0,53.0,54.0,54.0,51.0,53.0,52.0,53.0,55.0,54.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0,53.0
1449,1448,53.0,52.0,53.0,53.0,51.0,52.0,54.0,53.0,53.0,54.0,54.0,54.0,53.0,53.0,51.0,54.0,53.0,52.0,53.0,52.0,51.0,52.0,53.0,54.0,54.0,51.0,53.0,52.0,56.0,54.0,53.0,53.0,55.0,52.0,53.0,52.0,53.0,53.0,53.0,55.0,53.0,52.0,54.0,53.0,52.0,51.0,53.0,53.0,52.0,55.0
1450,1449,52.0,52.0,52.0,54.0,53.0,53.0,54.0,53.0,55.0,53.0,49.0,52.0,52.0,52.0,53.0,54.0,53.0,52.0,51.0,51.0,54.0,50.0,51.0,55.0,53.0,51.0,51.0,54.0,52.0,51.0,53.0,52.0,55.0,54.0,54.0,52.0,52.0,54.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,54.0,52.0,52.0
1451,1450,51.0,53.0,53.0,53.0,52.0,52.0,51.0,52.0,54.0,53.0,50.0,52.0,54.0,52.0,52.0,53.0,52.0,54.0,54.0,53.0,53.0,52.0,51.0,53.0,55.0,53.0,54.0,53.0,54.0,50.0,53.0,51.0,52.0,54.0,55.0,54.0,52.0,55.0,51.0,52.0,54.0,52.0,51.0,52.0,53.0,52.0,54.0,53.0,52.0,54.0
1452,1451,52.0,52.0,53.0,54.0,54.0,54.0,52.0,51.0,53.0,53.0,54.0,54.0,53.0,52.0,53.0,52.0,54.0,53.0,53.0,52.0,54.0,51.0,51.0,52.0,54.0,53.0,50.0,52.0,54.0,51.0,51.0,54.0,51.0,51.0,54.0,54.0,54.0,53.0,54.0,51.0,52.0,52.0,51.0,53.0,52.0,51.0,53.0,53.0,53.0,52.0
1453,1452,51.0,52.0,52.0,52.0,52.0,53.0,54.0,53.0,51.0,55.0,54.0,52.0,54.0,54.0,54.0,52.0,53.0,52.0,51.0,53.0,54.0,52.0,53.0,54.0,52.0,55.0,52.0,53.0,55.0,53.0,51.0,52.0,55.0,52.0,54.0,54.0,54.0,54.0,50.0,52.0,55.0,51.0,52.0,54.0,52.0,52.0,53.0,54.0,51.0,52.0
1454,1453,50.0,54.0,52.0,51.0,53.0,54.0,52.0,53.0,50.0,54.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,53.0,54.0,53.0,53.0,54.0,53.0,53.0,54.0,52.0,52.0,53.0,53.0,51.0,53.0,52.0,54.0,52.0,53.0,53.0,54.0,51.0,52.0,55.0,52.0,50.0,53.0,53.0,50.0,51.0,54.0,53.0,51.0,54.0
1455,1454,54.0,54.0,54.0,52.0,50.0,55.0,54.0,50.0,52.0,53.0,52.0,52.0,53.0,51.0,53.0,53.0,54.0,52.0,53.0,50.0,52.0,53.0,54.0,54.0,53.0,56.0,52.0,51.0,53.0,49.0,53.0,53.0,54.0,54.0,54.0,53.0,53.0,54.0,51.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,50.0
1456,1455,54.0,52.0,51.0,53.0,51.0,51.0,54.0,51.0,53.0,54.0,54.0,53.0,54.0,54.0,51.0,52.0,52.0,50.0,52.0,54.0,52.0,51.0,51.0,53.0,53.0,53.0,53.0,52.0,54.0,52.0,53.0,52.0,53.0,54.0,53.0,53.0,52.0,54.0,53.0,53.0,52.0,50.0,55.0,53.0,52.0,54.0,53.0,55.0,53.0,50.0
1457,1456,52.0,53.0,54.0,52.0,52.0,51.0,54.0,53.0,53.0,54.0,55.0,51.0,53.0,53.0,53.0,52.0,54.0,52.0,54.0,54.0,54.0,54.0,53.0,53.0,54.0,51.0,52.0,51.0,54.0,52.0,53.0,51.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,51.0,53.0,54.0,54.0,52.0,52.0,52.0,52.0,55.0
1458,1457,51.0,53.0,52.0,54.0,53.0,53.0,54.0,54.0,50.0,53.0,56.0,51.0,53.0,53.0,52.0,54.0,54.0,51.0,52.0,54.0,53.0,54.0,53.0,52.0,52.0,52.0,54.0,53.0,53.0,53.0,54.0,53.0,52.0,53.0,52.0,54.0,54.0,54.0,52.0,51.0,54.0,53.0,52.0,53.0,53.0,53.0,55.0,54.0,53.0,50.0
1459,1458,52.0,52.0,52.0,54.0,53.0,53.0,53.0,53.0,53.0,54.0,56.0,51.0,51.0,53.0,52.0,53.0,51.0,53.0,54.0,51.0,52.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,52.0,52.0,52.0,51.0,54.0,52.0,52.0,54.0,54.0,53.0,52.0,51.0,51.0,52.0,51.0,51.0,53.0,52.0,52.0,53.0,52.0
1460,1459,53.0,53.0,52.0,52.0,52.0,52.0,55.0,52.0,52.0,53.0,53.0,50.0,53.0,52.0,53.0,52.0,51.0,52.0,50.0,53.0,53.0,52.0,52.0,53.0,54.0,53.0,52.0,51.0,52.0,53.0,54.0,51.0,50.0,54.0,52.0,53.0,55.0,53.0,53.0,52.0,54.0,53.0,54.0,53.0,52.0,55.0,51.0,54.0,53.0,55.0
1461,1460,53.0,53.0,53.0,52.0,51.0,53.0,54.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,51.0,51.0,52.0,53.0,54.0,50.0,55.0,53.0,53.0,54.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,51.0,53.0,55.0,53.0,53.0,53.0,52.0,56.0,52.0,51.0,53.0,53.0,53.0,52.0,53.0,52.0,50.0,52.0
1462,1461,52.0,52.0,53.0,53.0,54.0,54.0,54.0,52.0,53.0,52.0,53.0,53.0,51.0,52.0,53.0,51.0,53.0,53.0,51.0,51.0,53.0,52.0,51.0,53.0,52.0,53.0,50.0,52.0,52.0,51.0,53.0,52.0,50.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0,51.0,52.0,52.0,51.0,53.0,53.0,53.0,53.0,52.0,53.0
1463,1462,52.0,53.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,54.0,53.0,51.0,54.0,52.0,51.0,53.0,53.0,52.0,52.0,53.0,53.0,55.0,52.0,51.0,51.0,52.0,52.0,54.0,52.0,53.0,54.0,54.0,55.0,54.0,53.0,53.0,54.0,54.0,54.0,51.0,53.0,54.0,53.0,54.0,53.0,52.0
1464,1463,51.0,54.0,54.0,54.0,52.0,53.0,53.0,52.0,53.0,53.0,55.0,53.0,55.0,53.0,51.0,52.0,52.0,54.0,53.0,53.0,51.0,53.0,52.0,53.0,54.0,52.0,53.0,52.0,53.0,51.0,51.0,53.0,53.0,53.0,54.0,52.0,54.0,51.0,53.0,52.0,54.0,54.0,51.0,53.0,53.0,54.0,53.0,52.0,51.0,51.0
