,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51
1153,52.0,53.0,52.0,53.0,54.0,52.0,52.0,55.0,52.0,51.0,53.0,54.0,52.0,52.0,52.0,50.0,51.0,51.0,51.0,53.0,54.0,53.0,54.0,53.0,52.0,52.0,53.0,53.0,52.0,51.0,53.0,53.0,55.0,54.0,51.0,55.0,53.0,53.0,54.0,53.0,53.0,52.0,51.0,55.0,54.0,50.0,50.0,51.0,52.0,52.0,51.0,52.0
1154,52.0,51.0,52.0,54.0,53.0,50.0,51.0,52.0,50.0,53.0,52.0,52.0,52.0,54.0,53.0,51.0,52.0,54.0,50.0,52.0,54.0,50.0,52.0,51.0,52.0,53.0,53.0,54.0,51.0,52.0,52.0,51.0,48.0,52.0,52.0,52.0,54.0,52.0,52.0,56.0,54.0,50.0,54.0,53.0,55.0,53.0,54.0,54.0,52.0,52.0,52.0,52.0
1155,54.0,52.0,54.0,51.0,53.0,53.0,52.0,52.0,52.0,53.0,51.0,53.0,54.0,52.0,51.0,53.0,52.0,53.0,52.0,55.0,52.0,50.0,51.0,52.0,52.0,52.0,53.0,54.0,54.0,51.0,49.0,54.0,53.0,53.0,54.0,55.0,53.0,52.0,51.0,52.0,53.0,55.0,54.0,52.0,53.0,53.0,56.0,52.0,54.0,53.0,52.0,53.0
1156,51.0,52.0,54.0,53.0,53.0,54.0,52.0,51.0,52.0,52.0,52.0,52.0,54.0,52.0,51.0,52.0,52.0,53.0,51.0,52.0,52.0,51.0,55.0,53.0,51.0,50.0,52.0,53.0,53.0,55.0,51.0,52.0,59.0,52.0,53.0,53.0,54.0,49.0,51.0,53.0,53.0,55.0,53.0,54.0,54.0,53.0,50.0,54.0,53.0,53.0,53.0,53.0
1157,50.0,52.0,52.0,52.0,52.0,52.0,51.0,53.0,49.0,52.0,51.0,51.0,54.0,50.0,52.0,53.0,53.0,53.0,54.0,51.0,54.0,51.0,51.0,51.0,54.0,51.0,53.0,52.0,52.0,55.0,52.0,52.0,54.0,53.0,52.0,51.0,53.0,50.0,52.0,53.0,53.0,51.0,53.0,50.0,54.0,51.0,49.0,53.0,53.0,52.0,53.0,54.0
1158,52.0,50.0,54.0,53.0,53.0,52.0,54.0,54.0,53.0,50.0,53.0,51.0,52.0,52.0,51.0,49.0,51.0,52.0,52.0,53.0,53.0,53.0,54.0,49.0,52.0,53.0,53.0,54.0,52.0,51.0,53.0,53.0,50.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,54.0,49.0,53.0,51.0,53.0,54.0,54.0,51.0,54.0,51.0,54.0,52.0
1159,51.0,52.0,51.0,53.0,53.0,52.0,52.0,51.0,53.0,50.0,54.0,52.0,52.0,54.0,54.0,50.0,52.0,53.0,51.0,53.0,53.0,51.0,53.0,54.0,55.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,54.0,53.0,50.0,51.0,52.0,51.0,53.0,51.0,54.0,53.0,53.0,51.0,54.0,54.0,54.0,53.0,54.0,52.0,53.0,52.0
1160,54.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,51.0,53.0,53.0,55.0,54.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,49.0,53.0,52.0,52.0,52.0,53.0,54.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,51.0,53.0,51.0,49.0,51.0,52.0,53.0,54.0,52.0
1161,51.0,53.0,52.0,55.0,53.0,53.0,54.0,53.0,50.0,52.0,52.0,51.0,53.0,51.0,52.0,50.0,51.0,52.0,49.0,52.0,53.0,53.0,53.0,52.0,53.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,51.0,52.0,53.0,53.0,53.0,53.0,52.0,51.0,52.0,54.0,54.0,51.0,52.0,53.0,51.0,55.0,53.0,54.0
1162,51.0,55.0,52.0,52.0,50.0,49.0,51.0,54.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,51.0,52.0,54.0,53.0,53.0,53.0,52.0,52.0,55.0,52.0,55.0,52.0,51.0,53.0,52.0,53.0,51.0,50.0,53.0,53.0,52.0,50.0,54.0,52.0,52.0,51.0,52.0,50.0,55.0,54.0,55.0,54.0,53.0,54.0,51.0,52.0
1163,53.0,54.0,52.0,52.0,52.0,53.0,51.0,49.0,53.0,52.0,52.0,51.0,52.0,52.0,54.0,51.0,53.0,54.0,53.0,54.0,52.0,54.0,52.0,54.0,51.0,54.0,53.0,50.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,55.0,52.0,52.0,52.0,54.0,53.0,52.0,54.0,53.0,53.0,53.0,51.0,51.0,52.0
1164,51.0,53.0,52.0,53.0,53.0,54.0,53.0,52.0,54.0,54.0,53.0,53.0,51.0,54.0,50.0,51.0,53.0,54.0,51.0,51.0,53.0,53.0,53.0,54.0,52.0,53.0,52.0,53.0,52.0,50.0,51.0,50.0,53.0,50.0,51.0,52.0,54.0,53.0,54.0,51.0,50.0,50.0,54.0,54.0,54.0,52.0,50.0,54.0,52.0,52.0,52.0,51.0
1165,52.0,51.0,53.0,52.0,52.0,55.0,53.0,52.0,50.0,51.0,52.0,51.0,54.0,53.0,51.0,52.0,51.0,53.0,52.0,54.0,53.0,55.0,53.0,52.0,51.0,51.0,51.0,51.0,52.0,49.0,52.0,51.0,50.0,52.0,51.0,54.0,54.0,53.0,53.0,53.0,50.0,49.0,52.0,51.0,54.0,52.0,54.0,50.0,51.0,52.0,54.0,51.0
1166,51.0,53.0,53.0,51.0,52.0,54.0,53.0,52.0,52.0,53.0,50.0,52.0,54.0,53.0,54.0,51.0,52.0,52.0,51.0,53.0,52.0,51.0,52.0,55.0,52.0,53.0,54.0,52.0,53.0,54.0,53.0,53.0,52.0,53.0,53.0,51.0,55.0,55.0,53.0,51.0,51.0,53.0,54.0,50.0,53.0,54.0,55.0,53.0,51.0,53.0,53.0,52.0
1167,51.0,51.0,51.0,52.0,53.0,52.0,53.0,55.0,51.0,52.0,52.0,52.0,54.0,53.0,50.0,49.0,50.0,55.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,51.0,52.0,53.0,51.0,55.0,53.0,53.0,51.0,56.0,51.0,50.0,55.0,55.0,52.0,54.0,54.0,48.0,53.0,53.0,53.0,51.0,52.0
1168,52.0,53.0,53.0,52.0,51.0,53.0,52.0,52.0,54.0,53.0,55.0,52.0,53.0,50.0,49.0,53.0,52.0,54.0,51.0,51.0,51.0,53.0,52.0,52.0,51.0,53.0,49.0,50.0,53.0,51.0,54.0,53.0,53.0,52.0,51.0,55.0,51.0,53.0,52.0,52.0,50.0,53.0,51.0,54.0,52.0,50.0,50.0,53.0,53.0,53.0,53.0,52.0
1169,50.0,54.0,52.0,52.0,52.0,54.0,52.0,50.0,52.0,52.0,52.0,53.0,51.0,53.0,51.0,51.0,54.0,52.0,49.0,54.0,53.0,51.0,51.0,54.0,53.0,52.0,54.0,54.0,52.0,52.0,52.0,53.0,51.0,50.0,52.0,50.0,54.0,53.0,54.0,52.0,51.0,53.0,54.0,51.0,54.0,52.0,56.0,52.0,52.0,55.0,52.0,51.0
1170,52.0,52.0,52.0,51.0,53.0,50.0,52.0,54.0,53.0,54.0,53.0,53.0,54.0,52.0,53.0,53.0,53.0,52.0,53.0,53.0,51.0,52.0,53.0,52.0,53.0,51.0,54.0,52.0,51.0,53.0,50.0,54.0,53.0,52.0,52.0,53.0,55.0,53.0,54.0,52.0,54.0,55.0,53.0,52.0,54.0,49.0,55.0,50.0,56.0,49.0,54.0,53.0
1171,52.0,51.0,54.0,54.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0,53.0,52.0,53.0,52.0,53.0,54.0,51.0,51.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,51.0,51.0,55.0,50.0,53.0,52.0,51.0,51.0,53.0,52.0,52.0,52.0,49.0,52.0,54.0,51.0,55.0,53.0,53.0,48.0,53.0,51.0,53.0,54.0,53.0
1172,51.0,52.0,54.0,51.0,53.0,51.0,55.0,51.0,52.0,52.0,52.0,53.0,53.0,53.0,51.0,54.0,54.0,54.0,53.0,52.0,53.0,52.0,50.0,51.0,53.0,52.0,51.0,54.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,54.0,50.0,52.0,53.0,52.0,52.0,51.0,52.0,52.0,52.0,51.0,53.0,50.0,52.0,53.0,53.0
1173,53.0,52.0,54.0,50.0,53.0,53.0,54.0,53.0,52.0,53.0,53.0,51.0,52.0,54.0,54.0,52.0,54.0,53.0,54.0,52.0,52.0,53.0,51.0,52.0,49.0,53.0,51.0,52.0,51.0,50.0,54.0,53.0,51.0,52.0,53.0,50.0,53.0,54.0,52.0,51.0,52.0,52.0,52.0,53.0,54.0,51.0,55.0,52.0,50.0,53.0,54.0,50.0
1174,52.0,53.0,53.0,53.0,53.0,53.0,51.0,50.0,53.0,54.0,52.0,52.0,52.0,54.0,53.0,52.0,52.0,52.0,52.0,50.0,52.0,53.0,53.0,53.0,52.0,52.0,55.0,54.0,54.0,54.0,51.0,54.0,51.0,52.0,50.0,51.0,52.0,52.0,54.0,52.0,50.0,53.0,53.0,51.0,55.0,52.0,52.0,51.0,54.0,51.0,51.0,53.0
1175,52.0,50.0,53.0,54.0,52.0,50.0,52.0,51.0,53.0,54.0,51.0,54.0,53.0,53.0,51.0,53.0,52.0,54.0,53.0,52.0,53.0,52.0,54.0,52.0,50.0,51.0,54.0,51.0,53.0,54.0,53.0,53.0,55.0,55.0,52.0,54.0,53.0,52.0,54.0,55.0,52.0,53.0,51.0,52.0,54.0,52.0,50.0,51.0,50.0,50.0,53.0,52.0
1176,53.0,52.0,54.0,54.0,53.0,52.0,53.0,53.0,53.0,55.0,52.0,51.0,54.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,51.0,54.0,52.0,52.0,52.0,52.0,52.0,53.0,51.0,55.0,52.0,52.0,52.0,54.0,53.0,54.0,51.0,53.0,50.0,51.0,53.0,52.0,55.0,51.0,50.0,51.0,51.0,52.0
1177,53.0,51.0,52.0,54.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,51.0,55.0,51.0,53.0,52.0,51.0,50.0,52.0,52.0,52.0,53.0,53.0,52.0,50.0,50.0,54.0,54.0,52.0,51.0,52.0,55.0,55.0,54.0,52.0,56.0,51.0,56.0,51.0,55.0,53.0,53.0,52.0,53.0,53.0
1178,53.0,52.0,54.0,52.0,52.0,54.0,51.0,53.0,56.0,53.0,53.0,50.0,53.0,53.0,52.0,52.0,54.0,55.0,53.0,53.0,50.0,51.0,55.0,52.0,51.0,54.0,53.0,53.0,56.0,52.0,53.0,51.0,55.0,52.0,55.0,54.0,53.0,53.0,53.0,53.0,52.0,52.0,55.0,54.0,53.0,53.0,51.0,53.0,56.0,51.0,52.0,53.0
1179,51.0,52.0,52.0,52.0,53.0,53.0,53.0,54.0,52.0,52.0,53.0,53.0,53.0,55.0,54.0,53.0,52.0,52.0,52.0,51.0,54.0,51.0,52.0,52.0,52.0,54.0,51.0,53.0,53.0,55.0,52.0,52.0,53.0,53.0,51.0,52.0,53.0,51.0,51.0,51.0,55.0,48.0,52.0,52.0,54.0,55.0,53.0,55.0,52.0,52.0,52.0,52.0
1180,51.0,51.0,52.0,54.0,53.0,51.0,53.0,52.0,52.0,51.0,53.0,53.0,51.0,53.0,52.0,53.0,52.0,54.0,53.0,52.0,52.0,55.0,53.0,52.0,50.0,51.0,51.0,52.0,51.0,51.0,53.0,53.0,51.0,52.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,50.0,51.0,56.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0
1181,51.0,53.0,54.0,53.0,53.0,51.0,52.0,50.0,52.0,54.0,53.0,51.0,54.0,52.0,53.0,51.0,54.0,53.0,50.0,53.0,50.0,53.0,52.0,53.0,52.0,52.0,54.0,53.0,53.0,50.0,53.0,54.0,52.0,51.0,51.0,51.0,53.0,53.0,51.0,51.0,53.0,54.0,54.0,53.0,54.0,53.0,54.0,52.0,56.0,52.0,53.0,53.0
1182,53.0,53.0,53.0,51.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,54.0,53.0,52.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0,51.0,51.0,54.0,54.0,53.0,52.0,54.0,54.0,52.0,52.0,53.0,53.0,53.0,51.0,51.0,51.0,55.0,53.0,55.0,53.0,53.0,55.0,52.0,51.0,52.0,52.0,52.0,51.0,53.0,52.0
1183,53.0,50.0,52.0,54.0,53.0,54.0,52.0,54.0,52.0,53.0,54.0,53.0,52.0,50.0,48.0,49.0,53.0,53.0,53.0,54.0,52.0,54.0,53.0,52.0,51.0,52.0,51.0,53.0,54.0,53.0,54.0,51.0,51.0,53.0,52.0,51.0,55.0,53.0,52.0,53.0,53.0,49.0,51.0,53.0,54.0,52.0,50.0,52.0,47.0,52.0,53.0,51.0
1184,53.0,52.0,55.0,53.0,51.0,52.0,50.0,50.0,53.0,52.0,51.0,53.0,54.0,54.0,-16.0,50.0,53.0,53.0,50.0,54.0,52.0,53.0,54.0,52.0,53.0,53.0,52.0,54.0,51.0,51.0,52.0,54.0,52.0,53.0,52.0,51.0,52.0,53.0,53.0,49.0,51.0,51.0,54.0,51.0,54.0,54.0,55.0,53.0,54.0,54.0,51.0,53.0
1185,52.0,52.0,53.0,52.0,53.0,54.0,53.0,52.0,52.0,52.0,53.0,55.0,54.0,53.0,-108.0,53.0,50.0,55.0,50.0,52.0,52.0,52.0,52.0,54.0,51.0,52.0,53.0,52.0,52.0,53.0,51.0,51.0,53.0,54.0,52.0,52.0,50.0,52.0,53.0,53.0,53.0,54.0,56.0,53.0,54.0,51.0,49.0,51.0,58.0,52.0,52.0,54.0
1186,53.0,52.0,53.0,53.0,52.0,52.0,51.0,53.0,53.0,52.0,51.0,53.0,55.0,52.0,-95.0,52.0,51.0,53.0,52.0,54.0,53.0,53.0,52.0,54.0,52.0,53.0,52.0,53.0,54.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,54.0,52.0,53.0,52.0,51.0,54.0,51.0,51.0,50.0,53.0,49.0,53.0,50.0,52.0
1187,53.0,52.0,54.0,54.0,52.0,52.0,52.0,55.0,53.0,52.0,51.0,54.0,53.0,51.0,-19.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,51.0,52.0,54.0,54.0,53.0,53.0,53.0,53.0,51.0,57.0,52.0,54.0,53.0,55.0,50.0,51.0,53.0,53.0,55.0,52.0,52.0,42.0,53.0,51.0,50.0
1188,51.0,52.0,53.0,54.0,50.0,50.0,53.0,51.0,53.0,52.0,52.0,53.0,54.0,52.0,28.0,50.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0,51.0,51.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,53.0,53.0,51.0,53.0,53.0,54.0,53.0,55.0,54.0,52.0,53.0,53.0,51.0,54.0,51.0,-33.0,52.0,52.0,53.0
1189,52.0,53.0,54.0,51.0,53.0,52.0,52.0,51.0,53.0,54.0,53.0,52.0,54.0,54.0,34.0,53.0,51.0,51.0,50.0,52.0,53.0,50.0,53.0,54.0,53.0,53.0,54.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,50.0,53.0,52.0,51.0,53.0,53.0,55.0,51.0,51.0,54.0,52.0,54.0,-125.0,53.0,50.0,52.0
1190,53.0,52.0,54.0,52.0,53.0,51.0,54.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,39.0,55.0,53.0,51.0,47.0,54.0,52.0,53.0,53.0,54.0,51.0,52.0,50.0,51.0,54.0,54.0,54.0,48.0,53.0,53.0,53.0,53.0,54.0,52.0,53.0,54.0,53.0,52.0,49.0,55.0,55.0,51.0,49.0,51.0,-88.0,51.0,54.0,53.0
1191,52.0,52.0,54.0,54.0,51.0,50.0,50.0,50.0,53.0,54.0,53.0,52.0,54.0,51.0,45.0,51.0,50.0,51.0,52.0,50.0,52.0,52.0,54.0,54.0,55.0,52.0,52.0,53.0,49.0,51.0,53.0,54.0,52.0,51.0,52.0,50.0,57.0,52.0,52.0,52.0,51.0,52.0,53.0,51.0,52.0,52.0,54.0,54.0,-4.0,52.0,52.0,51.0
1192,53.0,52.0,52.0,51.0,53.0,53.0,51.0,52.0,54.0,53.0,54.0,52.0,52.0,54.0,42.0,52.0,51.0,53.0,54.0,52.0,52.0,52.0,52.0,50.0,51.0,54.0,53.0,52.0,52.0,53.0,50.0,53.0,53.0,54.0,53.0,51.0,51.0,54.0,52.0,54.0,53.0,54.0,56.0,50.0,52.0,55.0,57.0,54.0,40.0,53.0,51.0,54.0
1193,52.0,52.0,52.0,53.0,50.0,53.0,53.0,52.0,50.0,51.0,53.0,53.0,52.0,54.0,42.0,50.0,53.0,52.0,52.0,53.0,53.0,51.0,53.0,52.0,53.0,53.0,53.0,51.0,51.0,52.0,53.0,52.0,52.0,53.0,51.0,55.0,52.0,53.0,52.0,51.0,52.0,53.0,55.0,55.0,54.0,53.0,51.0,52.0,41.0,49.0,52.0,53.0
1194,52.0,52.0,53.0,51.0,53.0,52.0,54.0,55.0,50.0,51.0,51.0,52.0,54.0,52.0,44.0,53.0,53.0,52.0,52.0,53.0,52.0,51.0,51.0,52.0,54.0,53.0,53.0,53.0,51.0,53.0,53.0,55.0,53.0,51.0,51.0,53.0,54.0,51.0,53.0,53.0,51.0,50.0,50.0,51.0,53.0,54.0,54.0,53.0,41.0,52.0,52.0,55.0
1195,52.0,50.0,52.0,53.0,52.0,51.0,51.0,54.0,52.0,53.0,56.0,52.0,53.0,54.0,45.0,51.0,52.0,53.0,53.0,51.0,54.0,54.0,52.0,50.0,52.0,54.0,52.0,51.0,52.0,55.0,54.0,51.0,52.0,53.0,54.0,53.0,55.0,51.0,53.0,52.0,52.0,55.0,51.0,51.0,53.0,53.0,53.0,52.0,48.0,52.0,51.0,51.0
1196,52.0,52.0,53.0,54.0,51.0,53.0,50.0,51.0,52.0,53.0,51.0,53.0,55.0,52.0,48.0,52.0,52.0,53.0,55.0,51.0,52.0,52.0,53.0,52.0,53.0,53.0,56.0,52.0,54.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,48.0,51.0,52.0,54.0,52.0,54.0,54.0,53.0,52.0,52.0,55.0,52.0,42.0,53.0,50.0,48.0
1197,52.0,51.0,52.0,51.0,53.0,54.0,54.0,52.0,54.0,52.0,50.0,53.0,52.0,51.0,51.0,52.0,50.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,53.0,53.0,51.0,54.0,52.0,52.0,50.0,51.0,53.0,54.0,53.0,53.0,52.0,54.0,52.0,53.0,50.0,53.0,54.0,53.0,54.0,54.0,53.0,37.0,51.0,51.0,50.0
1198,52.0,53.0,52.0,52.0,54.0,53.0,54.0,51.0,53.0,53.0,53.0,52.0,51.0,52.0,49.0,49.0,53.0,54.0,54.0,51.0,52.0,52.0,53.0,55.0,50.0,52.0,50.0,51.0,53.0,55.0,53.0,53.0,51.0,54.0,52.0,52.0,55.0,54.0,54.0,53.0,52.0,49.0,49.0,53.0,52.0,52.0,50.0,52.0,43.0,51.0,53.0,53.0
1199,51.0,53.0,52.0,53.0,53.0,54.0,52.0,51.0,52.0,53.0,52.0,53.0,52.0,54.0,51.0,54.0,54.0,51.0,52.0,51.0,53.0,52.0,52.0,54.0,54.0,53.0,52.0,52.0,51.0,56.0,52.0,54.0,51.0,52.0,53.0,51.0,51.0,50.0,53.0,52.0,51.0,54.0,53.0,51.0,53.0,52.0,53.0,54.0,49.0,52.0,52.0,52.0
1200,54.0,53.0,52.0,52.0,54.0,53.0,49.0,53.0,52.0,52.0,52.0,54.0,52.0,52.0,54.0,53.0,54.0,55.0,52.0,53.0,51.0,55.0,53.0,53.0,51.0,54.0,54.0,52.0,52.0,53.0,53.0,52.0,52.0,54.0,54.0,52.0,48.0,53.0,54.0,51.0,53.0,54.0,56.0,54.0,51.0,51.0,51.0,54.0,50.0,53.0,51.0,52.0
1201,53.0,53.0,53.0,53.0,53.0,55.0,54.0,53.0,54.0,52.0,50.0,53.0,53.0,53.0,51.0,52.0,52.0,51.0,53.0,52.0,50.0,52.0,55.0,54.0,52.0,53.0,56.0,54.0,52.0,51.0,52.0,52.0,51.0,53.0,53.0,51.0,55.0,53.0,53.0,52.0,53.0,51.0,54.0,53.0,53.0,50.0,53.0,54.0,50.0,53.0,52.0,52.0
1202,50.0,52.0,52.0,53.0,53.0,53.0,53.0,51.0,51.0,51.0,50.0,52.0,51.0,52.0,49.0,53.0,54.0,53.0,54.0,55.0,53.0,53.0,52.0,53.0,56.0,52.0,53.0,54.0,53.0,53.0,51.0,54.0,50.0,54.0,52.0,51.0,55.0,52.0,54.0,53.0,53.0,50.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,52.0,53.0,55.0
1203,53.0,50.0,52.0,54.0,52.0,51.0,52.0,52.0,50.0,52.0,53.0,51.0,52.0,53.0,55.0,51.0,52.0,54.0,52.0,54.0,52.0,53.0,51.0,54.0,52.0,50.0,53.0,54.0,53.0,54.0,53.0,51.0,52.0,53.0,51.0,51.0,51.0,54.0,55.0,52.0,52.0,53.0,55.0,53.0,54.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0
1204,51.0,52.0,53.0,51.0,54.0,49.0,55.0,53.0,53.0,54.0,50.0,52.0,49.0,51.0,54.0,51.0,52.0,53.0,53.0,52.0,54.0,52.0,51.0,52.0,54.0,52.0,52.0,52.0,52.0,55.0,53.0,52.0,54.0,54.0,52.0,52.0,50.0,51.0,54.0,52.0,52.0,50.0,54.0,52.0,53.0,53.0,52.0,51.0,52.0,51.0,54.0,54.0
1205,53.0,52.0,52.0,51.0,51.0,51.0,52.0,53.0,53.0,54.0,53.0,54.0,52.0,53.0,50.0,55.0,53.0,54.0,52.0,53.0,50.0,53.0,54.0,53.0,52.0,52.0,52.0,54.0,53.0,51.0,52.0,52.0,53.0,54.0,54.0,52.0,54.0,52.0,54.0,55.0,53.0,49.0,51.0,54.0,53.0,52.0,52.0,51.0,47.0,53.0,53.0,52.0
1206,51.0,52.0,53.0,51.0,52.0,55.0,53.0,51.0,51.0,53.0,49.0,52.0,54.0,50.0,52.0,51.0,53.0,53.0,53.0,53.0,52.0,49.0,51.0,54.0,52.0,53.0,53.0,54.0,52.0,53.0,53.0,53.0,51.0,53.0,52.0,51.0,55.0,53.0,54.0,52.0,52.0,54.0,55.0,53.0,52.0,52.0,53.0,54.0,48.0,54.0,51.0,51.0
1207,53.0,51.0,52.0,55.0,53.0,52.0,53.0,51.0,52.0,50.0,54.0,53.0,50.0,52.0,53.0,51.0,54.0,53.0,53.0,52.0,53.0,54.0,52.0,53.0,54.0,51.0,52.0,53.0,53.0,54.0,54.0,53.0,52.0,52.0,53.0,50.0,51.0,54.0,51.0,54.0,55.0,53.0,55.0,52.0,54.0,53.0,51.0,53.0,55.0,53.0,51.0,55.0
1208,52.0,52.0,51.0,53.0,51.0,52.0,52.0,53.0,51.0,51.0,51.0,54.0,53.0,53.0,55.0,50.0,50.0,54.0,51.0,52.0,52.0,51.0,53.0,52.0,53.0,51.0,53.0,54.0,54.0,51.0,55.0,53.0,53.0,51.0,52.0,51.0,52.0,51.0,50.0,52.0,52.0,51.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0
1209,51.0,53.0,52.0,51.0,52.0,53.0,53.0,55.0,53.0,53.0,53.0,54.0,54.0,52.0,52.0,51.0,53.0,53.0,52.0,52.0,50.0,52.0,51.0,53.0,52.0,52.0,52.0,51.0,52.0,52.0,54.0,51.0,51.0,53.0,53.0,52.0,55.0,51.0,52.0,53.0,54.0,51.0,51.0,52.0,51.0,50.0,52.0,51.0,47.0,51.0,54.0,53.0
1210,53.0,51.0,52.0,54.0,53.0,51.0,52.0,54.0,53.0,52.0,54.0,53.0,49.0,52.0,50.0,52.0,53.0,53.0,52.0,52.0,52.0,54.0,52.0,53.0,52.0,52.0,51.0,53.0,52.0,51.0,53.0,52.0,51.0,53.0,50.0,52.0,53.0,54.0,53.0,53.0,55.0,51.0,54.0,55.0,54.0,50.0,51.0,52.0,53.0,53.0,53.0,51.0
1211,53.0,53.0,52.0,54.0,52.0,52.0,51.0,51.0,53.0,52.0,51.0,54.0,52.0,53.0,53.0,52.0,53.0,54.0,54.0,52.0,52.0,52.0,51.0,52.0,55.0,52.0,51.0,53.0,52.0,51.0,53.0,53.0,54.0,53.0,50.0,52.0,52.0,55.0,54.0,52.0,53.0,51.0,57.0,52.0,53.0,51.0,52.0,53.0,56.0,53.0,52.0,51.0
1212,52.0,53.0,52.0,51.0,53.0,53.0,53.0,52.0,52.0,51.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,56.0,51.0,50.0,52.0,54.0,52.0,53.0,51.0,52.0,53.0,54.0,51.0,51.0,53.0,51.0,52.0,52.0,54.0,54.0,54.0,53.0,54.0,52.0,54.0,49.0,53.0,52.0,53.0,54.0,51.0,52.0,51.0,50.0,51.0,53.0
1213,52.0,53.0,54.0,54.0,51.0,53.0,48.0,51.0,53.0,53.0,53.0,52.0,55.0,53.0,51.0,54.0,51.0,53.0,51.0,52.0,51.0,50.0,53.0,54.0,51.0,53.0,54.0,52.0,51.0,51.0,51.0,53.0,54.0,51.0,53.0,53.0,54.0,51.0,53.0,54.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,46.0,53.0,51.0,52.0
1214,51.0,56.0,54.0,52.0,51.0,52.0,55.0,51.0,52.0,53.0,53.0,53.0,53.0,52.0,50.0,52.0,52.0,52.0,51.0,53.0,52.0,50.0,52.0,51.0,54.0,53.0,53.0,52.0,52.0,51.0,51.0,51.0,54.0,53.0,51.0,52.0,51.0,52.0,54.0,51.0,50.0,53.0,57.0,53.0,55.0,53.0,54.0,51.0,51.0,53.0,52.0,52.0
1215,50.0,53.0,54.0,52.0,53.0,51.0,51.0,52.0,50.0,51.0,54.0,54.0,50.0,52.0,54.0,52.0,52.0,53.0,50.0,53.0,53.0,53.0,54.0,53.0,52.0,53.0,51.0,53.0,53.0,52.0,53.0,52.0,51.0,54.0,53.0,52.0,52.0,55.0,53.0,52.0,52.0,52.0,53.0,54.0,53.0,53.0,51.0,53.0,56.0,52.0,51.0,54.0
1216,53.0,52.0,53.0,52.0,52.0,51.0,50.0,52.0,53.0,53.0,49.0,53.0,53.0,53.0,54.0,52.0,50.0,53.0,50.0,53.0,52.0,52.0,56.0,52.0,53.0,54.0,52.0,54.0,53.0,53.0,51.0,55.0,54.0,54.0,53.0,52.0,56.0,53.0,52.0,53.0,53.0,49.0,51.0,52.0,53.0,53.0,53.0,52.0,51.0,54.0,51.0,52.0
1217,52.0,50.0,51.0,53.0,51.0,53.0,54.0,51.0,51.0,51.0,51.0,54.0,52.0,51.0,51.0,53.0,50.0,53.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,54.0,53.0,53.0,54.0,54.0,51.0,50.0,54.0,51.0,54.0,53.0,51.0,53.0,53.0,53.0,53.0,54.0,52.0,51.0,51.0,54.0,52.0,53.0
